project_id,asset_class,database,sector_code,country,region,invest_usd,supplying_sector,sourcing_country,trade_share,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,Energy_TJ,NOx_t
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Construction,Asia,0.1505,0.00023,0.064,0.004,0.00025,0.00011,0.00052,0.00025
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Construction,LATAM,0.0263,4e-05,0.01,0.001,4e-05,2e-05,8e-05,4e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Construction,Africa,0.015,2e-05,0.007,0.0,3e-05,1e-05,6e-05,3e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Construction,Global,0.1016,0.00016,0.033,0.002,0.00012,7e-05,0.00028,0.00012
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Energy_Utilities,Europe,0.7522,0.00221,0.192,0.007,0.00222,0.00141,0.01353,0.00225
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Energy_Utilities,Asia,0.1271,0.00037,0.105,0.002,0.00065,0.00024,0.00397,0.00076
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Energy_Utilities,LATAM,0.0222,7e-05,0.014,0.0,0.0001,4e-05,0.00064,0.00013
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Energy_Utilities,Africa,0.0127,4e-05,0.012,0.0,7e-05,2e-05,0.00043,8e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Energy_Utilities,Global,0.0858,0.00025,0.042,0.001,0.00029,0.00016,0.00214,0.00038
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Manufacturing,Europe,0.692,0.0033,0.962,0.017,0.00398,0.00139,0.0076,0.00269
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Manufacturing,Asia,0.1579,0.00075,0.357,0.008,0.00164,0.00032,0.00301,0.00122
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Manufacturing,LATAM,0.0276,0.00013,0.057,0.001,0.00025,6e-05,0.00048,0.00021
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Manufacturing,Africa,0.0158,8e-05,0.038,0.001,0.00017,3e-05,0.00033,0.00013
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Manufacturing,Global,0.1066,0.00051,0.185,0.004,0.00075,0.00021,0.00163,0.00061
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Transport_Logistics,Europe,0.7572,0.0016,0.217,0.011,0.00072,0.00096,0.00241,0.00304
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Transport_Logistics,Asia,0.1245,0.00026,0.056,0.003,0.00021,0.00016,0.00069,0.00099
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Transport_Logistics,LATAM,0.0218,5e-05,0.009,0.0,3e-05,3e-05,0.00011,0.00017
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Transport_Logistics,Africa,0.0124,3e-05,0.006,0.0,2e-05,2e-05,7e-05,0.00011
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Transport_Logistics,Global,0.084,0.00018,0.03,0.002,0.0001,0.00011,0.00037,0.0005
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Health_Social,Europe,0.769,0.00131,0.132,0.015,0.00092,0.00092,0.00085,0.00036
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Health_Social,Asia,0.1185,0.0002,0.035,0.005,0.00026,0.00014,0.00023,0.00011
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Health_Social,LATAM,0.0207,4e-05,0.006,0.001,4e-05,2e-05,4e-05,2e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Health_Social,Africa,0.0118,2e-05,0.004,0.001,3e-05,1e-05,2e-05,1e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Health_Social,Global,0.08,0.00014,0.018,0.002,0.00012,0.0001,0.00012,5e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Agriculture,Europe,0.7626,0.00067,0.083,0.01,0.00226,0.00051,0.00134,0.00041
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Agriculture,Asia,0.1218,0.00011,0.017,0.003,0.0008,8e-05,0.00037,0.00013
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Agriculture,LATAM,0.0213,2e-05,0.003,0.0,0.00012,1e-05,6e-05,2e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Agriculture,Africa,0.0122,1e-05,0.002,0.0,9e-05,1e-05,4e-05,1e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Agriculture,Global,0.0822,7e-05,0.011,0.002,0.00035,5e-05,0.0002,6e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Mining_Extraction,Europe,0.7164,0.00288,0.643,0.013,0.00398,0.00161,0.00932,0.00274
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Mining_Extraction,Asia,0.1455,0.00058,0.236,0.005,0.00149,0.00033,0.00328,0.0011
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Mining_Extraction,LATAM,0.0255,0.0001,0.039,0.001,0.00023,6e-05,0.00053,0.00019
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Mining_Extraction,Africa,0.0145,6e-05,0.025,0.001,0.00015,3e-05,0.00035,0.00012
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Mining_Extraction,Global,0.0982,0.00039,0.122,0.002,0.00068,0.00022,0.00177,0.00055
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Water_Waste,Europe,0.7687,0.00091,0.067,0.008,0.00581,0.00063,0.00079,0.00031
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Water_Waste,Asia,0.1186,0.00014,0.019,0.002,0.0016,0.0001,0.00021,9e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Water_Waste,LATAM,0.0208,2e-05,0.003,0.0,0.00025,2e-05,3e-05,2e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Water_Waste,Africa,0.0119,1e-05,0.002,0.0,0.00016,1e-05,2e-05,1e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Water_Waste,Global,0.0801,9e-05,0.01,0.001,0.00071,7e-05,0.00011,5e-05
